1、您的性别？,2、您的年龄？,3、您是否了解预制菜？,4、平时就餐您更倾向于选择哪种？,5、您上一题选择此答案的原因是,6、您食用开封后就能吃的即食食品的频率？,7、您食用加热后就能吃的即热食品的频率？,8、您食用还需下锅烹饪才能吃的即烹食品的频率？,9、您购买切好清洗好的肉或蔬菜这种即配食品的频率？,10、预制菜作为近年来餐饮行业发展的一种形式，您能接受的价格为多少？,11、您更倾向通过何种方式购买预制菜,12、如果您选择购买预制菜作为您的正餐，会更注重品牌吗？,13、您听说过或购买过哪些预制菜的品牌？,14、针对预制菜的发展，您认为以下哪个问题急需要被改善或者解决？,15、预制菜的未来还需时间的检验，请您就预制菜的发展提出宝贵的意见和建议。
女,18-25岁,不了解,外卖,口味多样|地点上方便|时间上便捷,约一个礼拜一次,几乎每天,约一个礼拜一次,几乎每天,10-20元,生鲜超市,会，大品牌放心可靠。,自嗨锅,菜品种类问题,无
女,18-25岁,不了解,堂食|预制菜,干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,10-20元,堂食门店,不会，更注重口味。,知味观,食品安全问题,没有意见
女,18-25岁,不了解,堂食|打包自提,口味多样|干净卫生,几乎每天,几乎不,几乎不,约一个礼拜一次,10-20元,生鲜超市,会，大品牌放心可靠。,京东生鲜|海底捞,价格问题,没有意见
女,18-25岁,了解,堂食|外卖|预制菜|买菜做饭,价格实惠|口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,几乎不,几乎不,10-20元|20-30元,生鲜超市|堂食门店,会，大品牌放心可靠。,自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题,希望吃的安全
女,45岁以上,不了解,买菜做饭,价格实惠|口味多样|干净卫生,几乎不,几乎不,几乎不,几乎不,20-30元|30-40元,生鲜超市,会，大品牌放心可靠。,自嗨锅,食品安全问题|购买配送问题,注重卫生
女,18-25岁,不了解,买菜做饭,价格实惠|干净卫生,约一个月一次,几乎不,约一个月一次,几乎不,10-20元,生鲜超市|熟食店,会，大品牌放心可靠。,自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,无
女,18-25岁,了解,堂食|打包自提,口味多样,约一个礼拜一次,约一个礼拜一次,几乎每天,几乎不,30-40元,生鲜超市,不会，更注重口味。,自嗨锅|海底捞,价格问题,慢慢变好
女,18-25岁,不了解,预制菜|买菜做饭|方便面类食品,时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个月一次,10-20元|20-30元,生鲜超市,不会，更注重口味。,自嗨锅|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,无
女,18-25岁,不了解,买菜做饭|方便面类食品,干净卫生|时间上便捷,约一个月一次,几乎不,约一个月一次,约一个月一次,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,自嗨锅|京东生鲜,食品安全问题,需要再接再厉
女,45岁以上,不了解,买菜做饭,价格实惠|干净卫生,几乎不,几乎不,几乎不,几乎不,20-30元,生鲜超市,会，大品牌放心可靠。,海底捞,食品安全问题,抓好食品卫生是重中之重
女,18岁以下,不了解,打包自提|预制菜,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个月一次,20-30元,电商平台|堂食门店,会，大品牌放心可靠。,自嗨锅|西贝,菜品种类问题,无
男,18-25岁,不了解,外卖|打包自提|预制菜,口味多样|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|电商平台|堂食门店,不会，更注重口味。,自嗨锅|西贝|京东生鲜,菜品种类问题|食品安全问题,无
男,26-35岁,了解,外卖|预制菜|买菜做饭,价格实惠|口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,知味观|正大,价格问题|菜品种类问题,1
女,18-25岁,了解,堂食|外卖|打包自提,价格实惠|口味多样|时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,不会，更注重口味。,正大|自嗨锅,价格问题|菜品种类问题|食品安全问题|购买配送问题,无
女,18-25岁,不了解,外卖,地点上方便,约一个月一次,约一个月一次,约一个月一次,约一个月一次,20-30元,堂食门店,不会，更注重口味。,自嗨锅,菜品种类问题,无
女,18-25岁,不了解,打包自提|买菜做饭,价格实惠|干净卫生,约一个月一次,几乎每天,约一个月一次,约一个礼拜一次,30-40元,电商平台,会，大品牌放心可靠。,西贝,价格问题|食品安全问题,1
男,26-35岁,不了解,外卖|打包自提,口味多样|干净卫生,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,20-30元|30-40元,生鲜超市|电商平台,会，大品牌放心可靠。,正大|自嗨锅,价格问题|菜品种类问题,问问
男,18-25岁,不了解,打包自提|预制菜|买菜做饭,价格实惠|口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,电商平台|堂食门店,不会，更注重口味。,知味观|正大|自嗨锅,菜品种类问题|食品安全问题,暂无
女,26-35岁,不了解,堂食|外卖|打包自提,价格实惠|口味多样|干净卫生,约一个月一次,约一个月一次,约一个月一次,几乎每天,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,知味观|正大|自嗨锅,价格问题|菜品种类问题|食品安全问题|购买配送问题,无
女,18-25岁,不了解,堂食,价格实惠,几乎每天,约一个月一次,几乎每天,约一个礼拜一次,20-30元,生鲜超市,不会，更注重口味。,正大,价格问题,无
男,18-25岁,不了解,外卖|打包自提|预制菜,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,电商平台,会，大品牌放心可靠。,正大|西贝|京东生鲜,菜品种类问题|食品安全问题,没有
男,26-35岁,了解,外卖|买菜做饭,价格实惠|口味多样|地点上方便,约一个月一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,10-20元|20-30元,生鲜超市|电商平台|熟食店,会，大品牌放心可靠。,自嗨锅|西贝,菜品种类问题|食品安全问题,好的
男,18岁以下,不了解,堂食,干净卫生,约一个月一次,几乎每天,约一个月一次,几乎每天,20-30元,堂食门店,会，大品牌放心可靠。,京东生鲜,价格问题,2
男,26-35岁,不了解,堂食,口味多样,约一个月一次,约一个礼拜一次,约一个月一次,约一个月一次,30-40元,电商平台,不会，更注重口味。,正大,价格问题,无
女,18-25岁,了解,堂食|外卖|打包自提|预制菜|买菜做饭|方便面类食物,价格实惠|口味多样|干净卫生|地点上方便|时间上便捷,几乎每天,几乎每天,几乎每天,几乎每天,10-20元|20-30元|30-40元|40元及以上,生鲜超市|电商平台|堂食门店|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,质量好
女,18-25岁,了解,打包自提,口味多样,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市,会，大品牌放心可靠。,正大|自嗨锅,价格问题|菜品种类问题,无
男,18-25岁,不了解,堂食|打包自提|预制菜,价格实惠|干净卫生|地点上方便,几乎每天,约一个礼拜一次,几乎每天,约一个礼拜一次,20-30元|30-40元,生鲜超市|电商平台,会，大品牌放心可靠。,正大|西贝|京东生鲜,价格问题|食品安全问题,饿
男,26-35岁,了解,外卖|预制菜,口味多样|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|堂食门店,会，大品牌放心可靠。,正大|西贝|海底捞,菜品种类问题,无
女,26-35岁,不了解,打包自提,干净卫生,约一个礼拜一次,约一个月一次,约一个月一次,约一个月一次,30-40元,堂食门店,不会，更注重口味。,西贝|海底捞,菜品种类问题,无
男,18-25岁,了解,外卖,口味多样,约一个礼拜一次,约一个礼拜一次,几乎不,约一个礼拜一次,30-40元,堂食门店,会，大品牌放心可靠。,京东生鲜,购买配送问题,没有
男,18-25岁,不了解,堂食|预制菜,时间上便捷,几乎不,几乎不,约一个月一次,几乎不,30-40元,堂食门店,不会，更注重口味。,西贝,食品安全问题,，
女,26-35岁,了解,外卖|打包自提,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个礼拜一次,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,正大|自嗨锅,价格问题,确保卫生安全
女,36-45岁,不了解,堂食,干净卫生,几乎每天,约一个月一次,约一个月一次,几乎每天,40元及以上,生鲜超市,会，大品牌放心可靠。,正大,菜品种类问题,没
女,26-35岁,了解,预制菜,干净卫生,约一个月一次,几乎每天,约一个礼拜一次,约一个月一次,20-30元,电商平台,会，大品牌放心可靠。,自嗨锅,菜品种类问题,无
女,26-35岁,了解,堂食|外卖|打包自提|预制菜,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个礼拜一次,20-30元|30-40元,生鲜超市|电商平台|堂食门店,会，大品牌放心可靠。,正大|自嗨锅,菜品种类问题|食品安全问题,暂时没有什么
女,45岁以上,不了解,预制菜,口味多样,几乎每天,约一个礼拜一次,约一个礼拜一次,几乎每天,20-30元,熟食店,不会，更注重口味。,西贝,价格问题,99
女,26-35岁,了解,堂食|外卖|打包自提,价格实惠|口味多样|干净卫生,几乎每天,几乎每天,几乎每天,几乎每天,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,知味观,价格问题,没有
女,18岁以下,了解,堂食|预制菜|买菜做饭,价格实惠|干净卫生|地点上方便,约一个月一次,约一个月一次,约一个月一次,约一个月一次,10-20元|20-30元,生鲜超市|堂食门店,会，大品牌放心可靠。,知味观|西贝|海底捞,价格问题|购买配送问题,种类
女,26-35岁,了解,堂食|外卖|买菜做饭|方便面类食物,价格实惠|口味多样|时间上便捷,约一个礼拜一次,约一个礼拜一次,几乎每天,约一个礼拜一次,20-30元,生鲜超市|堂食门店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝|京东生鲜|海底捞,价格问题|菜品种类问题,无
男,18-25岁,不了解,堂食,价格实惠,几乎不,约一个月一次,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,会，大品牌放心可靠。,正大,价格问题|菜品种类问题,无
男,26-35岁,了解,外卖,地点上方便,约一个月一次,约一个礼拜一次,几乎不,约一个月一次,20-30元,生鲜超市,不会，更注重口味。,正大,价格问题,无
女,26-35岁,不了解,堂食|预制菜,干净卫生|时间上便捷,约一个礼拜一次,约一个月一次,几乎不,几乎每天,20-30元,堂食门店,不会，更注重口味。,正大|京东生鲜|海底捞,菜品种类问题,健康监管
男,26-35岁,不了解,堂食|外卖,时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个月一次,20-30元,生鲜超市,会，大品牌放心可靠。,知味观|正大,价格问题|菜品种类问题|食品安全问题,提升服务
女,18-25岁,不了解,外卖|打包自提,地点上方便|时间上便捷,几乎不,几乎不,几乎不,几乎不,40元及以上,电商平台|熟食店,不会，更注重口味。,自嗨锅|西贝,购买配送问题,0
女,26-35岁,不了解,外卖|预制菜,口味多样|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个礼拜一次,20-30元,堂食门店,不会，更注重口味。,自嗨锅|西贝,菜品种类问题,无
女,26-35岁,了解,预制菜,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市,会，大品牌放心可靠。,自嗨锅,菜品种类问题,我没有什么好的建议
男,18-25岁,不了解,打包自提,干净卫生,约一个月一次,约一个礼拜一次,约一个礼拜一次,约一个月一次,20-30元,堂食门店,不会，更注重口味。,自嗨锅,菜品种类问题,无
女,18-25岁,了解,堂食,价格实惠,几乎每天,几乎每天,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,会，大品牌放心可靠。,知味观,价格问题,无
女,18-25岁,了解,外卖,价格实惠|口味多样,约一个礼拜一次,约一个月一次,约一个礼拜一次,几乎每天,20-30元|30-40元,堂食门店,会，大品牌放心可靠。,知味观,价格问题,绕太阳
男,26-35岁,不了解,堂食,价格实惠|口味多样,约一个月一次,约一个月一次,约一个礼拜一次,约一个月一次,10-20元|20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,18-25岁,了解,外卖|预制菜,口味多样|地点上方便,约一个礼拜一次,约一个月一次,约一个礼拜一次,几乎每天,30-40元|40元及以上,电商平台|堂食门店,会，大品牌放心可靠。,知味观|西贝,菜品种类问题,个人
女,18-25岁,了解,外卖,价格实惠,约一个月一次,几乎每天,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,会，大品牌放心可靠。,正大,价格问题,加油
女,18-25岁,了解,打包自提|预制菜,口味多样|地点上方便,约一个礼拜一次,约一个月一次,几乎每天,约一个礼拜一次,10-20元|40元及以上,电商平台|堂食门店,会，大品牌放心可靠。,自嗨锅|京东生鲜,菜品种类问题|食品安全问题,多一些互动
男,18-25岁,不了解,外卖|打包自提,时间上便捷,几乎每天,约一个月一次,几乎不,约一个礼拜一次,40元及以上,熟食店,不会，更注重口味。,知味观|海底捞,购买配送问题,暂无
女,18-25岁,了解,打包自提,地点上方便,约一个礼拜一次,几乎每天,约一个礼拜一次,约一个月一次,20-30元,堂食门店,不会，更注重口味。,正大,菜品种类问题,承包商设计好
男,26-35岁,不了解,打包自提,干净卫生,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个月一次,30-40元,电商平台,会，大品牌放心可靠。,自嗨锅,价格问题,无
女,26-35岁,不了解,外卖|打包自提,口味多样,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,不会，更注重口味。,自嗨锅|西贝,菜品种类问题,00
男,18岁以下,不了解,打包自提,口味多样,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市,不会，更注重口味。,正大|自嗨锅,菜品种类问题,无
女,18-25岁,了解,堂食|外卖|打包自提|预制菜|方便面类食物,口味多样|干净卫生|地点上方便,几乎每天,几乎每天,几乎每天,约一个礼拜一次,20-30元,生鲜超市|电商平台|堂食门店|熟食店,会，大品牌放心可靠。,正大|自嗨锅|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,18-25岁,不了解,堂食,时间上便捷,几乎每天,几乎不,几乎不,几乎不,10-20元,熟食店,不会，更注重口味。,海底捞,购买配送问题,不好说的啊
